close,wma,hma
1402.92,1397.24,1391.28
1405.21,1399.29,1394.95
1396.84,1399.78,1398.32
1388.29,1398.4,1400.61
1392.73,1397.61,1401.19
1402.79,1398.34,1400.56
1408.51,1399.99,1399.2
1415.73,1402.71,1398.25
1440.94,1409.82,1398.4
1454.24,1418.79,1400.65
1449.4,1425.81,1405.91
1453.16,1432.66,1413.61
1458.02,1439.53,1422.82
1457.3,1445.15,1432.24
1469.19,1451.68,1440.67
1463.71,1455.82,1447.63
1457.02,1457.64,1452.79
1456.02,1458.39,1456.35
1471.85,1461.29,1458.74
1471.02,1463.48,1460.4
1451.36,1461.79,1461.59
1461.91,1461.98,1462.24
1467.29,1462.99,1462.61
1468.7,1464.08,1462.8
1460.92,1463.56,1463.16
1468.49,1464.56,1463.34
1477.48,1467.11,1463.65
1483.24,1470.33,1464.46
1485.75,1473.52,1466.2
1491.81,1477.55,1468.75
1493.21,1481.47,1472.07
1495.83,1485.09,1476.24
1503.21,1489.45,1480.7
1507.58,1493.94,1485.24
1507.92,1497.79,1489.54
1518.01,1502.62,1493.66
1529.23,1508.59,1497.78
1524.53,1512.76,1502.25
1530.42,1517.25,1506.98
1535.66,1521.89,1512
1533.41,1525.31,1517.02
1538.55,1528.94,1521.7
1520.81,1528.57,1525.92
1541.56,1531.65,1528.89
1543.92,1534.55,1531.01
1543.85,1536.77,1532.6
1538.13,1537.49,1534.09
1520.55,1534.85,1535.51
1518.79,1531.96,1536.51
1502.39,1526.29,1536.51
1500.2,1520.84,1534.51
1519.38,1519.48,1530.32
1528.98,1520.21,1524.71
1522.41,1519.6,1519.74
1522.27,1519.31,1516.35
1520.31,1519.06,1515.44
1544.55,1523.64,1516.51
1541.97,1527.64,1519.21
1546.62,1532.09,1522.78
1542.36,1535.26,1526.64
1542.85,1537.8,1530.67
1550.77,1541,1534.76
1551.41,1543.75,1538.59
1556.97,1547.09,1541.78
1563.13,1550.93,1544.47
1560.17,1553.49,1546.99
1564.58,1556.13,1549.79
1559.05,1557.4,1552.74
1561.63,1558.82,1555.67
1565.35,1560.65,1558.1
1568.6,1562.65,1559.94
1583.27,1566.85,1561.35
1579.73,1569.82,1562.94
1584.32,1573.11,1565.1
1584.77,1575.98,1568.14
1583.18,1578.16,1571.76
1582.13,1579.74,1575.55
1580.87,1580.77,1578.73
1581.36,1581.5,1580.99
1579.12,1581.45,1582.16
1565.41,1578.67,1582.4
1570.64,1576.89,1581.69
1584.23,1577.81,1580.16
1584.91,1578.78,1578.56
1589.51,1580.57,1577.32
1590.13,1582.38,1577.11
1591.89,1584.39,1578.2
1591.99,1586.25,1580.5
1600.16,1589.38,1583.49
1585.79,1589.56,1586.69
1585.67,1589.6,1589.1
1587.35,1589.57,1590.64
1569.73,1586.04,1591.21
1570.28,1582.87,1590.29
1543.13,1575.03,1588.15
1539.39,1567.35,1584.06
1543.39,1561.33,1578.14
1560.61,1559.31,1570.86
1552.72,1556.43,1563.63
1542.35,1552.53,1557.28
1546.78,1550.23,1552.77
1547.41,1548.74,1550.25
1526.15,1544.12,1549.1
1528.71,1540.75,1548.13
1526.67,1537.77,1546.17
1526.14,1534.99,1543.13
1532.72,1533.65,1539.26
1539.91,1533.81,1535.58
1547.89,1535.8,1532.73
1556.53,1539.45,1531.64
1562.67,1543.95,1532.92
1565.35,1548.66,1536.38
1584.16,1556.46,1541.34
1579.18,1562.29,1547.82
1585.15,1568.3,1554.72
1577.4,1571.83,1561.7
1580.77,1575.04,1567.98
1578.37,1576.95,1573.13
1567.34,1576.15,1576.77
1571.2,1575.69,1578.52
1562.03,1573.31,1578.6
1577.21,1573.69,1577.12
1575.88,1573.62,1575.25
1569.07,1572.46,1573.34
1581.27,1573.7,1572.05
1577.55,1574.33,1571.69
1568.68,1573.35,1572.31
1579.2,1574.51,1573.21
1590.14,1577.63,1574.19
1596.8,1581.56,1575.39
1591,1583.96,1576.98
1599.82,1587.44,1579.4
1593.91,1589.43,1582.58
1593.82,1591.08,1586.13
1594,1592.32,1589.65
1594.58,1593.42,1592.27
1597.76,1594.8,1593.79
1575.55,1591.61,1594.58
1559.56,1585.58,1594.27
1526.81,1574.15,1592.48
1514.95,1561.83,1587.89
1478.49,1544.27,1579.99
1461.74,1525.87,1567.57
1480.2,1513.23,1551.06
1516.79,1509.31,1532.48
1514.35,1506.34,1515.42
1536.83,1508.93,1502.83
1531.17,1511.59,1497.09
1525.06,1513.95,1498.3
1504.89,1513.27,1504.36
1510.41,1513.99,1511.88
1498.22,1512.57,1517.51
1497.67,1510.7,1519.42
1483.25,1505.55,1517.78
1477.58,1499.32,1513.33
1500.75,1498.01,1507.05
1521.62,1500.75,1501.27
1529.42,1505.18,1497.25
1531.21,1509.96,1496.38
1534.97,1515.32,1498.98
1523.24,1518,1504.92
1523.38,1520.47,1512.18
1517.74,1521.46,1519.12
1535.37,1525.28,1523.71
1535.09,1528.11,1526.03
1537.36,1530.31,1526.89
1560.34,1536.02,1527.42
1598.33,1547.93,1529.19
1588.31,1556.77,1533.91
1589.81,1564.84,1541.6
1592.81,1572.46,1551.6
1586.4,1577.65,1562.69
1581.25,1580.76,1572.85
1582.7,1582.98,1580.74
1602.54,1587.94,1585.24
1599.81,1591.18,1587.33
1607.92,1594.76,1588.31
1613.63,1598.51,1589.81
1601.77,1599.83,1592.3
1594.96,1599.67,1595.83
1605.11,1601.26,1599.33
1613.4,1604.13,1602.01
1615.89,1606.96,1603.66
1608.04,1607.74,1604.71
1587.75,1604.36,1605.68
1603.14,1604.05,1606.05
1599.96,1603.11,1606.27
1603.45,1602.94,1605.78
1593.89,1601.22,1604.54
1598.66,1600.51,1602.76
1589.33,1598.04,1601.13
1593.55,1596.62,1599.64
1587.01,1594.38,1598.42
1582.14,1591.77,1596.96
1562.84,1586.12,1594.94
1553.33,1579.2,1592.12
1568.29,1575.91,1587.85
1559.71,1571.63,1582.78
1531.04,1562.93,1577
1543.84,1557.7,1570.63
1544.34,1553.56,1564.24
1541.55,1549.73,1558.35
1515.57,1542.13,1553.14
1512.84,1535.32,1548.11
1531.5,1533.17,1542.81
1532.13,1531.7,1537.76
1529.96,1530.23,1533.45
1520.01,1527.64,1530.03
1514.45,1524.76,1527.55
1512.8,1521.88,1526.19
1496.41,1516.59,1525.04
1495.22,1511.96,1523.04
1496.51,1508.4,1519.42
1505.94,1506.9,1514.63
1525.58,1509.09,1509.73
1532.23,1512.61,1506.19
1536.05,1516.82,1505.3
1549.53,1523.36,1507.51
1544.86,1528.53,1512.84
1545.11,1533.18,1520.07
1547.83,1537.74,1527.63
1570,1545.4,1534.45
1566.85,1551.12,1540.33
1560.32,1554.38,1545.38
1569.35,1558.29,1549.95
1552.01,1558.26,1554.26
1544.84,1556.56,1557.76
1555.46,1556.63,1559.87
1548.83,1555.38,1560.21
1531.53,1550.92,1558.84
1522.47,1545.06,1555.93
1526.74,1540.44,1551.97
1519.88,1535.36,1547.11
1498.31,1527.21,1541.71
1510.51,1522.4,1535.63
1501.3,1516.99,1529.14
1485.72,1509.67,1522.68
1495.95,1505.28,1516.39
1497.4,1502.24,1510.54
1512.19,1502.82,1505.34
1510.41,1503.44,1501.69
1525.96,1507.09,1500
1520.11,1509.7,1500.69
1526.25,1513.42,1503.34
1523.86,1516.2,1507.79
1508.16,1515.88,1512.54
1497.98,1513.59,1516.3
1500.84,1511.59,1518.17
1493.61,1508.19,1517.58
1496.05,1505.3,1514.8
1476.87,1499.22,1510.47
1482.07,1494.69,1505.29
1490.9,1492.57,1499.88
1507.37,1493.97,1495.24
1508.28,1495.88,1492.14
1492.32,1495.17,1490.98
1504.04,1496.88,1491.56
1514.81,1500.44,1493.74
1508.23,1502.55,1496.83
1501.89,1503.24,1500.09
1503.28,1504.08,1502.56
1514.79,1506.53,1504.27
1508.04,1507.15,1505.49
1491.46,1504.45,1506.41
1504.06,1504.34,1506.54
1503.23,1504.14,1506.08
1518.26,1506.48,1505.34
1519.47,1508.79,1504.89
1518.03,1510.74,1505.11
1511.19,1511.28,1506.39
1504.55,1510.44,1508.53
1491.62,1507.22,1510.81
1489.59,1504.06,1511.78
1473.23,1498.25,1510.7
1483.77,1494.7,1507.19
1470.25,1489.05,1501.85
1472.57,1484.43,1495.57
1484.9,1482.88,1489.29
1490.65,1483,1484.19
1488.4,1483.22,1480.95
1486.74,1483.54,1479.82
1481.26,1483.19,1480.43
1479.31,1482.68,1482.03
1466.71,1480.06,1483.5
1447.44,1474.06,1484.01
1447.84,1468.79,1482.13
1444.66,1463.35,1478.07
1438.08,1457.22,1472.13
1412.55,1447.3,1465.03
1408.07,1437.99,1456.98
1417.49,1431.84,1448.48
1440.12,1431.08,1440.08
1442.04,1431.41,1433.06
1432.16,1430.62,1428.22
1436.36,1431.22,1426.02
1430.58,1430.97,1426.68
1428.79,1430.71,1428.97
1420.13,1429.17,1431.49
1408.32,1425.81,1432.6
1404.15,1421.76,1431.64
1413.92,1419.56,1428.62
1408.74,1416.48,1424.55
1372.61,1407.41,1419.98
1379.12,1400.78,1414.69
1372.53,1393.92,1409.12
1365.61,1386.96,1402.78
1301.06,1369.44,1395.8
1323.88,1358.4,1386.42
1320.08,1348.42,1375.25
1358.03,1346.94,1362.66
1365.94,1347.73,1351.29
1382.41,1352.4,1343.03
1362.39,1353.9,1339.91
1372.45,1357.42,1342.29
1383.48,1363.06,1348.74
1370.75,1366.19,1357.05
1371.4,1369.35,1364.01
1379.32,1372.66,1369.27
1396.29,1378.06,1372.09
1396.16,1382.04,1374.37
1381.72,1382.71,1376.65
1377.15,1382.25,1379.4
1370.65,1380.72,1381.84
1381.8,1381.05,1383.58
1389.7,1382.66,1384.09
1390.32,1384.26,1383.42
1392.73,1385.95,1382.54
1379.32,1384.81,1382.38
1375.17,1382.92,1383.12
1372.35,1380.9,1384.15
1376.83,1380.12,1384.5
1352.13,1374.94,1383.74
1348.84,1369.62,1381.08
1349,1364.73,1376.97
1345.15,1359.73,1371.77
1346.35,1355.76,1366
1363.17,1355.65,1360.36
1370.69,1357.44,1355.76
1393.66,1363.57,1353.27
1392.15,1369.08,1354.04
1411.33,1377.73,1358.12
1412.49,1385.95,1365.15
1406.69,1392.03,1374.35
1405.08,1396.76,1384.04
1425.32,1404.15,1392.72
1418.38,1408.82,1399.99
1416.91,1411.91,1405.52
1418.63,1414.34,1409.51
1415.8,1415.38,1412.57
1416.14,1416.08,1414.65
1424.16,1417.81,1416.25
1424.05,1419.28,1417.28
1409.26,1417.85,1417.99
1390.04,1412.88,1418.26
1394.94,1409.08,1417.7
1413.34,1409.17,1415.71
1412.62,1409.22,1412.92
1423.42,1411.32,1409.84
1413.16,1411.46,1407.76
1414.54,1411.9,1407.29
1402.57,1410.19,1408.66
1398.38,1408.12,1410.63
1390.15,1405.01,1411.81
1384.29,1401.19,1411.02
1382.46,1397.14,1408.16
1388.62,1394.44,1403.69
1390.17,1392.46,1398.56
1376.82,1388.47,1394.04
1384.97,1386.81,1390.21
1393.84,1387.27,1387.69
1394.22,1388.18,1386.32
1384.92,1387.55,1386.11
1381.46,1386.53,1386.47
1365.81,1382.83,1386.99
1363.13,1378.97,1386.74
1359.7,1374.85,1385.25
1357.01,1370.76,1382.06
1339.45,1364.08,1377.29
1340.62,1358.29,1371.42
1333.57,1352.03,1365.13
1306.98,1342.03,1358.72
1297.82,1331.94,1351.74
1280.92,1320.37,1343.93
1267.61,1308.21,1334.52
1300.51,1303.82,1323.54
1299.12,1300.31,1312.51
1310.34,1299.94,1302.78
1284.92,1295.8,1296.15
1264.44,1288.93,1292.93
1261.66,1282.93,1291.71
1274.5,1280.58,1290.49
1284.15,1280.58,1288.16
1282.93,1280.6,1284.37
1285.87,1281.12,1280.25
1283.78,1280.92,1277.72
1288.02,1281.8,1277.13
1263.41,1278.41,1278.74
1253.34,1274.04,1280.33
1260.04,1271.47,1280.5
1224.83,1262.57,1278.6
1244.18,1257.86,1273.77
1234.5,1251.94,1267.14
1255.3,1250.71,1259.38
1278.61,1254.21,1252.54
1263.29,1255.06,1248.47
1245.85,1253.12,1247.74
1245.05,1251.79,1249.37
1266.01,1254.61,1252.19
1248.98,1254.11,1255.03
1245.61,1253.19,1256.09
1268.03,1255.97,1255.89
1267.7,1258.26,1254.92
1268.07,1260.01,1254.7
1278.29,1263.38,1255.82
1288.4,1268.6,1258.23
1300.98,1275.65,1261.98
1297.34,1281.04,1267.16
1285.3,1283.29,1273.35
1291.77,1286.36,1279.22
1297.11,1289.63,1284.46
1306.29,1293.63,1288.65
1307.57,1297.16,1291.6
1303.96,1299.32,1293.89
1304.74,1300.96,1296.03
1280.74,1297.76,1298.34
1276.49,1293.92,1300.02
1288.4,1292.7,1300.11
1289.36,1291.81,1298.4
1288.47,1290.69,1295.35
1294.59,1290.74,1291.87
1320.19,1295.49,1289.29
1325.79,1301.01,1289.01
1331.93,1307.31,1291.55
1333.42,1313.37,1296.87
1343.07,1320.67,1303.9
1332.37,1324.89,1312.07
1346.95,1330.74,1319.95
1365.31,1338.87,1326.84
1379.33,1348.16,1332.84
1379.53,1355.84,1338.78
1395.75,1364.92,1345.44
1374.62,1368.79,1353.33
1390.66,1374.69,1361.62
1379.06,1377.41,1369.72
1393.41,1381.91,1376.22
1394.27,1385.65,1380.72
1382.93,1386.2,1383.72
1377.8,1385.17,1385.46
1380.2,1384.34,1386.3
1382.96,1384,1386.38
1393.63,1385.54,1385.96
1397.2,1387.77,1385.12
1412.16,1392.3,1384.95
1405.41,1395.22,1385.98
1394.78,1395.73,1388.8
1389.01,1395.16,1392.49
1392.85,1395.39,1395.86
1410.29,1398.6,1398
1407.7,1400.76,1398.93
1400.72,1401.14,1399.06
1400.27,1401.12,1399.16
1373.59,1396.13,1399.67
1356.69,1388.5,1399.86
1369.64,1384.23,1398.23
1369.84,1380.64,1394.36
1385.42,1380.35,1388.41
1398.77,1382.54,1382.2
1416,1387.76,1377.95
1414.96,1392.69,1377.35
1423.9,1399.11,1380.91
1410.81,1402.72,1388.02
1408.71,1405.77,1396.21
1418.78,1410.01,1403.72
1411.84,1411.85,1409.48
1399.91,1410.76,1412.66
1404.61,1409.98,1413.57
1397.87,1407.63,1412.84
1390.7,1403.98,1411.04
1394.14,1401.42,1408.35
1390.13,1398.52,1405.33
1382.41,1394.82,1401.88
1399.31,1394.71,1398.37
1394.69,1393.93,1395.59
1397.63,1394.13,1393.48
1406.57,1396.2,1392.47
1400.5,1397.06,1392.89
1385.86,1395.32,1394.21
1381.69,1393.05,1395.66
1384.26,1391.41,1396.45
1397.63,1392.38,1395.86
1401.64,1393.94,1394.29
1412.67,1397.15,1392.74
1424.12,1402.21,1392.17
1424.28,1406.76,1393.9
1415.76,1409.27,1398.07
1424.06,1413.13,1403.6
1436.43,1418.81,1409.44
1443.42,1424.84,1414.88
1442.42,1429.57,1419.72
1445.54,1433.8,1424.2
1435.65,1435.37,1428.56
1429.21,1435.15,1432.68
1421.86,1433.29,1435.96
1428.1,1432.6,1437.44
1434.89,1433.08,1436.94
1411.19,1428.91,1435.19
1421.32,1426.81,1432.36
1421.99,1425.1,1429.44
1430.8,1425.39,1426.82
1424.68,1424.78,1425.06
1436.4,1426.67,1423.98
1413.19,1424.34,1423.98
1424.31,1424.31,1424.27
1437.42,1426.63,1424.93
1442.66,1429.73,1425.76
1444.99,1433.11,1426.63
1454.56,1437.61,1428.35
1450.07,1440.7,1431.15
1452.59,1443.73,1435.07
1456.72,1447.12,1439.58
1455.65,1449.73,1444.18
1468.39,1454.31,1447.81
1474.92,1459.07,1451.11
1477.61,1463.4,1454.26
1488.69,1469.01,1457.73
1492,1474.39,1462.07
1510.03,1482.19,1467.32
1502.7,1487.65,1473.52
1509.13,1493.33,1480.21
1512.66,1498.61,1487.01
1504.81,1501.45,1493.39
1515.4,1505.33,1498.87
1524.58,1510.02,1503.26
1524.07,1513.71,1506.79
1512.62,1514.47,1509.87
1497.51,1512.06,1512.45
1507.47,1511.35,1514.21
1507.93,1510.78,1514.73
1518.69,1512.06,1514.05
1542.26,1517.46,1512.67
1548.21,1523.4,1512.03
1548.13,1528.54,1513.64
1552.64,1533.9,1518
1549.11,1538.11,1524.72
1537.52,1539.76,1532.27
1531.63,1539.88,1538.77
1547.01,1542.18,1542.97
1538.76,1542.27,1544.61
1539.24,1541.87,1544.21
1540.06,1541.26,1542.92
1547.55,1542.04,1541.46
1544.1,1542.21,1540.69
1549.41,1543.42,1540.75
1544.15,1543.73,1541.53
1546.13,1544.49,1542.56
1548.44,1545.52,1543.69
1539.71,1544.65,1544.88
1521.48,1540.6,1545.44
1492.52,1531.6,1544.93
1496.9,1524.24,1542.11
1487.2,1515.91,1536.83
1455.38,1502.89,1528.86
1445.28,1489.64,1518.32
1411.85,1472.21,1505.79
1446.84,1463.55,1491.42
1458.19,1458.75,1477.1
1463.39,1456.54,1464.29
1479.07,1458.57,1454.75
1492.73,1463.86,1450.04
1473.78,1465.69,1451.17
1487.17,1470.39,1456.36
1505.99,1478.5,1463.8
1492.88,1483.31,1471.89
1490.14,1486.75,1478.63
1489.39,1488.64,1484.25
1479.58,1487.97,1488.03
1491.43,1489.06,1490.04
1483.21,1488.15,1490.83
1490.94,1488.57,1490.34
1509.78,1492.45,1489.07
1509.92,1495.7,1488.72
1513.86,1499.25,1489.81
1504.34,1500.93,1492.54
1457.02,1493.79,1496.48
1442.21,1484.57,1499.15
1406.18,1469.65,1498.47
1412.82,1457.27,1492.29
1477.61,1458.11,1480.41
1477.34,1458.99,1466.69
1477.54,1460.16,1454.85
1486.28,1463.51,1448.41
1492.73,1468.45,1449.16
1500.37,1475.18,1455.84
1506.47,1483.08,1465.61
1492.12,1487.47,1475.98
1498.36,1492.09,1484.1
1494.44,1494.32,1490.09
1495.72,1495.3,1494.22
1504.52,1497.56,1496.22
1498.65,1498.25,1497.23
1493.08,1497.54,1497.59
1485.7,1495.37,1497.61
1502.27,1496.34,1497.33
1509.84,1498.65,1497.06
1509.43,1500.82,1496.89
1514.26,1503.56,1497.44
1494.53,1502.42,1498.89
1469.23,1496.68,1500.84
1476.46,1492.74,1501.95
1474.64,1488.97,1501.13
1473.85,1485.5,1497.76
1473.86,1482.38,1492.32
1478.3,1480.28,1486.29
1485.68,1479.96,1481.05
1496.36,1482.02,1477.86
1490.11,1483.19,1477.35
1500.4,1486.66,1478.72
1500.78,1490.09,1481.61
1497.18,1492.3,1485.51
1510.24,1496.5,1489.4
1512.38,1500.45,1493.22
1501.66,1501.75,1496.74
1516.48,1505.23,1499.71
1520.53,1508.76,1502.53
1525.41,1512.54,1505.34
1526.32,1515.96,1508.25
1530.21,1519.43,1511.58
1521.25,1520.72,1515.13
1519.65,1521.36,1518.49
1522.51,1522.1,1521.35
1522.4,1522.6,1523.14
1511.65,1520.97,1523.73
1508.57,1518.59,1523.29
1504.12,1515.55,1521.83
1509.98,1513.87,1519.61
1515.23,1513.43,1516.99
1517.08,1513.53,1514.52
1524.6,1515.23,1512.58
1537.81,1519.27,1511.96
1542.94,1523.91,1513.23
1563.58,1531.94,1516.47
1571.05,1540.57,1521.81
1571.48,1548.21,1529.06
1564.08,1553.35,1537.55
1572.1,1558.86,1546.3
1572.93,1563.4,1554.37
1568.84,1566.14,1560.87
1575.24,1569.1,1565.42
1571.8,1570.52,1568.3
1566.84,1570.42,1569.84
1560.83,1568.79,1570.7
1554.88,1566.13,1570.77
1562.99,1565.23,1569.9
1570.79,1565.91,1568.24
1578.82,1567.93,1566.47
1584.29,1570.82,1565.28
1591,1574.72,1565.54
1590.8,1578.19,1567.84
1590.56,1581.32,1571.79
1577.31,1581.71,1576.67
1576.32,1581.73,1581.03
1572.67,1580.8,1583.88
1582.95,1581.42,1584.72
1589.13,1582.79,1583.94
1582.52,1582.64,1582.53
1589.29,1583.64,1581.28
1583.25,1583.46,1581.08
1585.24,1583.78,1581.78
1572.24,1581.84,1583.07
1573.37,1580.43,1583.81
1576.05,1579.59,1583.67
1577.84,1579.07,1582.44
1578.47,1578.58,1580.7
1564.42,1575.61,1578.93
1572.04,1574.48,1577.15
1567.32,1572.68,1575.84
1564.59,1570.78,1574.53
1558.03,1568.03,1573.15
1559.56,1566.06,1571.21
1567.19,1565.7,1568.98
1569.94,1565.95,1566.82
1566.2,1565.63,1565.22
1553.61,1563.24,1564.39
1549.87,1560.62,1563.87
1551.73,1558.6,1563.43
1549.24,1556.49,1562.34
1539.91,1553.02,1560.41
1535.51,1549.2,1557.43
1543.15,1547.18,1553.78
1540.8,1545.03,1550.14
1557.05,1546.31,1546.87
1560.98,1548.54,1544.79
1563.54,1551.33,1544.23
1568.78,1554.9,1545.57
1566.66,1557.73,1548.73
1568.72,1560.67,1552.96
1573.51,1564.12,1557.43
1570.5,1566.42,1561.53
1576.72,1569.21,1564.83
1574.97,1571.07,1567.33
1579.88,1573.21,1569.4
1575.11,1574.06,1571.19
1580.86,1575.7,1572.79
1583.82,1577.56,1574.36
1582.12,1578.85,1575.83
1583.53,1580.1,1577.27
1581.19,1580.66,1578.7
1582.78,1581.37,1579.91
1589.5,1583.08,1581
1575.91,1582.09,1581.95
1574.42,1580.81,1582.53
1567.19,1578.31,1582.52
1566.28,1575.79,1581.73
1570.02,1574.22,1580
1564.66,1571.92,1577.55
1562.27,1569.51,1574.66
1567.47,1568.42,1571.71
1566.77,1567.46,1569.31
1566.32,1566.71,1567.65
1564.12,1565.98,1566.58
1564.12,1565.47,1566.08
1573.05,1566.77,1565.77
1569.02,1567.22,1565.85
1568.02,1567.45,1566.18
1560.31,1566.31,1566.63
1550.27,1563.42,1566.97
1543.94,1559.6,1566.68
1537.42,1555.02,1565.17
1546.35,1552.6,1562.12
1548.29,1550.9,1557.94
1545.88,1549.05,1553.46
1549.64,1548.21,1549.65
1557.73,1549.26,1547.14
1564.69,1551.79,1546.45
1566.15,1554.65,1547.48
1569.41,1557.99,1549.88
1569.27,1560.95,1553.23
1568.17,1563.26,1556.97
1568.57,1565.08,1560.73
1561.66,1565.24,1563.9
1563.11,1565.42,1565.96
1567.6,1566.11,1566.89
1566.85,1566.33,1566.96
1568.95,1566.76,1566.54
1566.58,1566.69,1566.12
1570.28,1567.29,1565.98
1566.65,1567.2,1566.26
1563.81,1566.65,1566.76
1572.36,1567.73,1567.2
1577,1569.59,1567.52
1573.53,1570.54,1567.98
1576.58,1571.85,1568.66
1581.14,1573.83,1569.74
1578.62,1575.09,1571.33
1576.07,1575.71,1573.14